date,nav,scheme_name,scheme_code
28-05-2025,192.23220,HDFC_Top100_Direct,125497
27-05-2025,191.69150,HDFC_Top100_Direct,125497
26-05-2025,192.01160,HDFC_Top100_Direct,125497
23-05-2025,190.74280,HDFC_Top100_Direct,125497
22-05-2025,190.22970,HDFC_Top100_Direct,125497
21-05-2025,190.27080,HDFC_Top100_Direct,125497
20-05-2025,190.16200,HDFC_Top100_Direct,125497
19-05-2025,192.00150,HDFC_Top100_Direct,125497
16-05-2025,190.55430,HDFC_Top100_Direct,125497
15-05-2025,189.77160,HDFC_Top100_Direct,125497
14-05-2025,188.34010,HDFC_Top100_Direct,125497
13-05-2025,185.91990,HDFC_Top100_Direct,125497
12-05-2025,185.51940,HDFC_Top100_Direct,125497
09-05-2025,180.30790,HDFC_Top100_Direct,125497
08-05-2025,181.21480,HDFC_Top100_Direct,125497
07-05-2025,182.51470,HDFC_Top100_Direct,125497
06-05-2025,180.87420,HDFC_Top100_Direct,125497
05-05-2025,183.67000,HDFC_Top100_Direct,125497
02-05-2025,181.67630,HDFC_Top100_Direct,125497
30-04-2025,181.85270,HDFC_Top100_Direct,125497
29-04-2025,184.47490,HDFC_Top100_Direct,125497
28-04-2025,184.79840,HDFC_Top100_Direct,125497
25-04-2025,184.38920,HDFC_Top100_Direct,125497
24-04-2025,187.44420,HDFC_Top100_Direct,125497
23-04-2025,187.49180,HDFC_Top100_Direct,125497
22-04-2025,187.45940,HDFC_Top100_Direct,125497
21-04-2025,186.10860,HDFC_Top100_Direct,125497
17-04-2025,183.49400,HDFC_Top100_Direct,125497
16-04-2025,182.67970,HDFC_Top100_Direct,125497
15-04-2025,181.46880,HDFC_Top100_Direct,125497
11-04-2025,177.35900,HDFC_Top100_Direct,125497
09-04-2025,173.40240,HDFC_Top100_Direct,125497
08-04-2025,174.61980,HDFC_Top100_Direct,125497
07-04-2025,171.89300,HDFC_Top100_Direct,125497
04-04-2025,176.88530,HDFC_Top100_Direct,125497
03-04-2025,181.02050,HDFC_Top100_Direct,125497
02-04-2025,180.50400,HDFC_Top100_Direct,125497
01-04-2025,178.30730,HDFC_Top100_Direct,125497
31-03-2025,178.56280,HDFC_Top100_Direct,125497
28-03-2025,178.55480,HDFC_Top100_Direct,125497
27-03-2025,178.65350,HDFC_Top100_Direct,125497
26-03-2025,178.86170,HDFC_Top100_Direct,125497
25-03-2025,181.14990,HDFC_Top100_Direct,125497
24-03-2025,181.66260,HDFC_Top100_Direct,125497
21-03-2025,179.87650,HDFC_Top100_Direct,125497
20-03-2025,177.25460,HDFC_Top100_Direct,125497
19-03-2025,176.27700,HDFC_Top100_Direct,125497
18-03-2025,174.30650,HDFC_Top100_Direct,125497
17-03-2025,170.84150,HDFC_Top100_Direct,125497
13-03-2025,170.44540,HDFC_Top100_Direct,125497
12-03-2025,170.91270,HDFC_Top100_Direct,125497
11-03-2025,170.81180,HDFC_Top100_Direct,125497
10-03-2025,171.88780,HDFC_Top100_Direct,125497
07-03-2025,173.64640,HDFC_Top100_Direct,125497
06-03-2025,173.05460,HDFC_Top100_Direct,125497
05-03-2025,170.53780,HDFC_Top100_Direct,125497
04-03-2025,167.41440,HDFC_Top100_Direct,125497
03-03-2025,166.53630,HDFC_Top100_Direct,125497
28-02-2025,167.27530,HDFC_Top100_Direct,125497
27-02-2025,169.27610,HDFC_Top100_Direct,125497
25-02-2025,170.57720,HDFC_Top100_Direct,125497
24-02-2025,171.02810,HDFC_Top100_Direct,125497
21-02-2025,173.19400,HDFC_Top100_Direct,125497
20-02-2025,173.72510,HDFC_Top100_Direct,125497
19-02-2025,172.85420,HDFC_Top100_Direct,125497
18-02-2025,170.63510,HDFC_Top100_Direct,125497
17-02-2025,172.60170,HDFC_Top100_Direct,125497
14-02-2025,173.70270,HDFC_Top100_Direct,125497
13-02-2025,177.22140,HDFC_Top100_Direct,125497
12-02-2025,178.06730,HDFC_Top100_Direct,125497
11-02-2025,178.80970,HDFC_Top100_Direct,125497
10-02-2025,183.49470,HDFC_Top100_Direct,125497
07-02-2025,186.60010,HDFC_Top100_Direct,125497
06-02-2025,188.22360,HDFC_Top100_Direct,125497
05-02-2025,188.00120,HDFC_Top100_Direct,125497
04-02-2025,187.74020,HDFC_Top100_Direct,125497
03-02-2025,186.58870,HDFC_Top100_Direct,125497
31-01-2025,185.89270,HDFC_Top100_Direct,125497
30-01-2025,183.94810,HDFC_Top100_Direct,125497
29-01-2025,184.47400,HDFC_Top100_Direct,125497
28-01-2025,179.99810,HDFC_Top100_Direct,125497
27-01-2025,181.15050,HDFC_Top100_Direct,125497
24-01-2025,184.83570,HDFC_Top100_Direct,125497
23-01-2025,187.60260,HDFC_Top100_Direct,125497
22-01-2025,186.99250,HDFC_Top100_Direct,125497
21-01-2025,189.03020,HDFC_Top100_Direct,125497
20-01-2025,191.86990,HDFC_Top100_Direct,125497
17-01-2025,190.54740,HDFC_Top100_Direct,125497
16-01-2025,191.54610,HDFC_Top100_Direct,125497
15-01-2025,190.29080,HDFC_Top100_Direct,125497
14-01-2025,189.43940,HDFC_Top100_Direct,125497
13-01-2025,187.97080,HDFC_Top100_Direct,125497
10-01-2025,194.09510,HDFC_Top100_Direct,125497
09-01-2025,197.39780,HDFC_Top100_Direct,125497
08-01-2025,199.10830,HDFC_Top100_Direct,125497
07-01-2025,201.51000,HDFC_Top100_Direct,125497
06-01-2025,199.93250,HDFC_Top100_Direct,125497
03-01-2025,204.74730,HDFC_Top100_Direct,125497
02-01-2025,204.95800,HDFC_Top100_Direct,125497
01-01-2025,204.01330,HDFC_Top100_Direct,125497
31-12-2024,202.02500,HDFC_Top100_Direct,125497
30-12-2024,200.94740,HDFC_Top100_Direct,125497
27-12-2024,202.27440,HDFC_Top100_Direct,125497
26-12-2024,201.17120,HDFC_Top100_Direct,125497
24-12-2024,201.91170,HDFC_Top100_Direct,125497
23-12-2024,201.82350,HDFC_Top100_Direct,125497
20-12-2024,203.86390,HDFC_Top100_Direct,125497
19-12-2024,208.18140,HDFC_Top100_Direct,125497
18-12-2024,208.90390,HDFC_Top100_Direct,125497
17-12-2024,209.14900,HDFC_Top100_Direct,125497
16-12-2024,209.93610,HDFC_Top100_Direct,125497
13-12-2024,209.47050,HDFC_Top100_Direct,125497
12-12-2024,209.13640,HDFC_Top100_Direct,125497
11-12-2024,210.48870,HDFC_Top100_Direct,125497
10-12-2024,210.19360,HDFC_Top100_Direct,125497
09-12-2024,209.11880,HDFC_Top100_Direct,125497
06-12-2024,207.77930,HDFC_Top100_Direct,125497
05-12-2024,206.96340,HDFC_Top100_Direct,125497
04-12-2024,206.87990,HDFC_Top100_Direct,125497
03-12-2024,205.61420,HDFC_Top100_Direct,125497
02-12-2024,203.06620,HDFC_Top100_Direct,125497
30-11-2024,203.23060,HDFC_Top100_Direct,125497
29-11-2024,203.22980,HDFC_Top100_Direct,125497
28-11-2024,202.20460,HDFC_Top100_Direct,125497
27-11-2024,202.23030,HDFC_Top100_Direct,125497
26-11-2024,201.59810,HDFC_Top100_Direct,125497
25-11-2024,201.24270,HDFC_Top100_Direct,125497
22-11-2024,196.96790,HDFC_Top100_Direct,125497
21-11-2024,196.01740,HDFC_Top100_Direct,125497
19-11-2024,196.91490,HDFC_Top100_Direct,125497
18-11-2024,194.96320,HDFC_Top100_Direct,125497
14-11-2024,195.88250,HDFC_Top100_Direct,125497
13-11-2024,194.60350,HDFC_Top100_Direct,125497
12-11-2024,198.66500,HDFC_Top100_Direct,125497
11-11-2024,201.17830,HDFC_Top100_Direct,125497
08-11-2024,202.85580,HDFC_Top100_Direct,125497
07-11-2024,204.91850,HDFC_Top100_Direct,125497
06-11-2024,205.59320,HDFC_Top100_Direct,125497
05-11-2024,203.88450,HDFC_Top100_Direct,125497
04-11-2024,204.18210,HDFC_Top100_Direct,125497
31-10-2024,204.70650,HDFC_Top100_Direct,125497
30-10-2024,201.17000,HDFC_Top100_Direct,125497
29-10-2024,199.66210,HDFC_Top100_Direct,125497
28-10-2024,198.76200,HDFC_Top100_Direct,125497
25-10-2024,199.02570,HDFC_Top100_Direct,125497
24-10-2024,202.37940,HDFC_Top100_Direct,125497
23-10-2024,204.16040,HDFC_Top100_Direct,125497
22-10-2024,204.11900,HDFC_Top100_Direct,125497
21-10-2024,209.18120,HDFC_Top100_Direct,125497
18-10-2024,212.42580,HDFC_Top100_Direct,125497
17-10-2024,212.58360,HDFC_Top100_Direct,125497
16-10-2024,214.61380,HDFC_Top100_Direct,125497
15-10-2024,214.67670,HDFC_Top100_Direct,125497
14-10-2024,212.70610,HDFC_Top100_Direct,125497
11-10-2024,211.86820,HDFC_Top100_Direct,125497
10-10-2024,211.20750,HDFC_Top100_Direct,125497
09-10-2024,211.46180,HDFC_Top100_Direct,125497
08-10-2024,209.71250,HDFC_Top100_Direct,125497
07-10-2024,205.93070,HDFC_Top100_Direct,125497
04-10-2024,210.64500,HDFC_Top100_Direct,125497
03-10-2024,211.10730,HDFC_Top100_Direct,125497
01-10-2024,214.27590,HDFC_Top100_Direct,125497
30-09-2024,213.85410,HDFC_Top100_Direct,125497
27-09-2024,213.82450,HDFC_Top100_Direct,125497
26-09-2024,212.39300,HDFC_Top100_Direct,125497
25-09-2024,213.20710,HDFC_Top100_Direct,125497
24-09-2024,212.94540,HDFC_Top100_Direct,125497
23-09-2024,213.66070,HDFC_Top100_Direct,125497
20-09-2024,212.07530,HDFC_Top100_Direct,125497
19-09-2024,211.29030,HDFC_Top100_Direct,125497
18-09-2024,212.19740,HDFC_Top100_Direct,125497
17-09-2024,212.87130,HDFC_Top100_Direct,125497
16-09-2024,213.11800,HDFC_Top100_Direct,125497
13-09-2024,212.68240,HDFC_Top100_Direct,125497
12-09-2024,211.28420,HDFC_Top100_Direct,125497
11-09-2024,210.11110,HDFC_Top100_Direct,125497
10-09-2024,211.83530,HDFC_Top100_Direct,125497
09-09-2024,208.70900,HDFC_Top100_Direct,125497
06-09-2024,209.50180,HDFC_Top100_Direct,125497
05-09-2024,210.08360,HDFC_Top100_Direct,125497
04-09-2024,208.90430,HDFC_Top100_Direct,125497
03-09-2024,209.17100,HDFC_Top100_Direct,125497
02-09-2024,208.31130,HDFC_Top100_Direct,125497
31-08-2024,208.41670,HDFC_Top100_Direct,125497
30-08-2024,208.41680,HDFC_Top100_Direct,125497
29-08-2024,207.04990,HDFC_Top100_Direct,125497
28-08-2024,207.89870,HDFC_Top100_Direct,125497
27-08-2024,207.49040,HDFC_Top100_Direct,125497
26-08-2024,206.78640,HDFC_Top100_Direct,125497
23-08-2024,206.38890,HDFC_Top100_Direct,125497
22-08-2024,206.14190,HDFC_Top100_Direct,125497
21-08-2024,205.69040,HDFC_Top100_Direct,125497
20-08-2024,204.27780,HDFC_Top100_Direct,125497
19-08-2024,204.10160,HDFC_Top100_Direct,125497
16-08-2024,202.84710,HDFC_Top100_Direct,125497
14-08-2024,200.55320,HDFC_Top100_Direct,125497
13-08-2024,201.61010,HDFC_Top100_Direct,125497
12-08-2024,202.17420,HDFC_Top100_Direct,125497
09-08-2024,201.56990,HDFC_Top100_Direct,125497
08-08-2024,201.09250,HDFC_Top100_Direct,125497
07-08-2024,202.00340,HDFC_Top100_Direct,125497
06-08-2024,199.01140,HDFC_Top100_Direct,125497
05-08-2024,199.56190,HDFC_Top100_Direct,125497
02-08-2024,206.20350,HDFC_Top100_Direct,125497
01-08-2024,207.84030,HDFC_Top100_Direct,125497
31-07-2024,208.43580,HDFC_Top100_Direct,125497
30-07-2024,208.69120,HDFC_Top100_Direct,125497
29-07-2024,208.25480,HDFC_Top100_Direct,125497
26-07-2024,205.42050,HDFC_Top100_Direct,125497
25-07-2024,203.74190,HDFC_Top100_Direct,125497
24-07-2024,204.46770,HDFC_Top100_Direct,125497
23-07-2024,201.70180,HDFC_Top100_Direct,125497
22-07-2024,202.03550,HDFC_Top100_Direct,125497
19-07-2024,200.73470,HDFC_Top100_Direct,125497
18-07-2024,203.60470,HDFC_Top100_Direct,125497
16-07-2024,204.64390,HDFC_Top100_Direct,125497
15-07-2024,204.26510,HDFC_Top100_Direct,125497
12-07-2024,204.37660,HDFC_Top100_Direct,125497
11-07-2024,205.33260,HDFC_Top100_Direct,125497
10-07-2024,204.00500,HDFC_Top100_Direct,125497
09-07-2024,204.74340,HDFC_Top100_Direct,125497
08-07-2024,203.95050,HDFC_Top100_Direct,125497
05-07-2024,204.89210,HDFC_Top100_Direct,125497
04-07-2024,203.57230,HDFC_Top100_Direct,125497
03-07-2024,202.90490,HDFC_Top100_Direct,125497
02-07-2024,200.59120,HDFC_Top100_Direct,125497
01-07-2024,200.45560,HDFC_Top100_Direct,125497
30-06-2024,197.87550,HDFC_Top100_Direct,125497
28-06-2024,197.87460,HDFC_Top100_Direct,125497
27-06-2024,197.54100,HDFC_Top100_Direct,125497
26-06-2024,198.68260,HDFC_Top100_Direct,125497
25-06-2024,199.28880,HDFC_Top100_Direct,125497
24-06-2024,198.96450,HDFC_Top100_Direct,125497
21-06-2024,198.84530,HDFC_Top100_Direct,125497
20-06-2024,198.73210,HDFC_Top100_Direct,125497
19-06-2024,197.86450,HDFC_Top100_Direct,125497
18-06-2024,198.25160,HDFC_Top100_Direct,125497
14-06-2024,198.12810,HDFC_Top100_Direct,125497
13-06-2024,196.43830,HDFC_Top100_Direct,125497
12-06-2024,195.44150,HDFC_Top100_Direct,125497
11-06-2024,193.73580,HDFC_Top100_Direct,125497
10-06-2024,192.35180,HDFC_Top100_Direct,125497
07-06-2024,189.56980,HDFC_Top100_Direct,125497
06-06-2024,186.50830,HDFC_Top100_Direct,125497
05-06-2024,183.04960,HDFC_Top100_Direct,125497
04-06-2024,178.35910,HDFC_Top100_Direct,125497
03-06-2024,186.91550,HDFC_Top100_Direct,125497
31-05-2024,183.55500,HDFC_Top100_Direct,125497
30-05-2024,181.99070,HDFC_Top100_Direct,125497
29-05-2024,183.91990,HDFC_Top100_Direct,125497
28-05-2024,183.29630,HDFC_Top100_Direct,125497
27-05-2024,183.96720,HDFC_Top100_Direct,125497
24-05-2024,184.22960,HDFC_Top100_Direct,125497
23-05-2024,184.86470,HDFC_Top100_Direct,125497
22-05-2024,185.17180,HDFC_Top100_Direct,125497
21-05-2024,184.77490,HDFC_Top100_Direct,125497
17-05-2024,183.66970,HDFC_Top100_Direct,125497
16-05-2024,181.91380,HDFC_Top100_Direct,125497
15-05-2024,179.54070,HDFC_Top100_Direct,125497
14-05-2024,177.76550,HDFC_Top100_Direct,125497
13-05-2024,175.80480,HDFC_Top100_Direct,125497
10-05-2024,175.77960,HDFC_Top100_Direct,125497
09-05-2024,174.97820,HDFC_Top100_Direct,125497
08-05-2024,179.08460,HDFC_Top100_Direct,125497
07-05-2024,178.25650,HDFC_Top100_Direct,125497
06-05-2024,179.81960,HDFC_Top100_Direct,125497
03-05-2024,180.58290,HDFC_Top100_Direct,125497
02-05-2024,181.82800,HDFC_Top100_Direct,125497
30-04-2024,181.43470,HDFC_Top100_Direct,125497
29-04-2024,181.05300,HDFC_Top100_Direct,125497
26-04-2024,180.42500,HDFC_Top100_Direct,125497
25-04-2024,180.43450,HDFC_Top100_Direct,125497
24-04-2024,179.53280,HDFC_Top100_Direct,125497
23-04-2024,178.20840,HDFC_Top100_Direct,125497
22-04-2024,177.25860,HDFC_Top100_Direct,125497
19-04-2024,175.64450,HDFC_Top100_Direct,125497
18-04-2024,174.74650,HDFC_Top100_Direct,125497
16-04-2024,174.64190,HDFC_Top100_Direct,125497
15-04-2024,174.15540,HDFC_Top100_Direct,125497
12-04-2024,175.80470,HDFC_Top100_Direct,125497
10-04-2024,176.92020,HDFC_Top100_Direct,125497
09-04-2024,175.30610,HDFC_Top100_Direct,125497
08-04-2024,175.56460,HDFC_Top100_Direct,125497
05-04-2024,175.35380,HDFC_Top100_Direct,125497
04-04-2024,174.63640,HDFC_Top100_Direct,125497
03-04-2024,173.69260,HDFC_Top100_Direct,125497
02-04-2024,172.32720,HDFC_Top100_Direct,125497
01-04-2024,171.31840,HDFC_Top100_Direct,125497
31-03-2024,167.81360,HDFC_Top100_Direct,125497
28-03-2024,167.81390,HDFC_Top100_Direct,125497
27-03-2024,167.18190,HDFC_Top100_Direct,125497
26-03-2024,166.38440,HDFC_Top100_Direct,125497
22-03-2024,166.58970,HDFC_Top100_Direct,125497
21-03-2024,165.01480,HDFC_Top100_Direct,125497
20-03-2024,162.07690,HDFC_Top100_Direct,125497
19-03-2024,162.38850,HDFC_Top100_Direct,125497
18-03-2024,163.10550,HDFC_Top100_Direct,125497
15-03-2024,162.61570,HDFC_Top100_Direct,125497
14-03-2024,162.56190,HDFC_Top100_Direct,125497
13-03-2024,160.58350,HDFC_Top100_Direct,125497
12-03-2024,166.20620,HDFC_Top100_Direct,125497
11-03-2024,168.47940,HDFC_Top100_Direct,125497
07-03-2024,169.98460,HDFC_Top100_Direct,125497
06-03-2024,168.78030,HDFC_Top100_Direct,125497
05-03-2024,171.44490,HDFC_Top100_Direct,125497
04-03-2024,172.01160,HDFC_Top100_Direct,125497
01-03-2024,171.38620,HDFC_Top100_Direct,125497
29-02-2024,169.96340,HDFC_Top100_Direct,125497
28-02-2024,169.67810,HDFC_Top100_Direct,125497
27-02-2024,171.15060,HDFC_Top100_Direct,125497
26-02-2024,170.77230,HDFC_Top100_Direct,125497
23-02-2024,170.75130,HDFC_Top100_Direct,125497
22-02-2024,169.45300,HDFC_Top100_Direct,125497
21-02-2024,169.26090,HDFC_Top100_Direct,125497
20-02-2024,169.79750,HDFC_Top100_Direct,125497
19-02-2024,169.64210,HDFC_Top100_Direct,125497
16-02-2024,169.68790,HDFC_Top100_Direct,125497
15-02-2024,168.78300,HDFC_Top100_Direct,125497
14-02-2024,168.05510,HDFC_Top100_Direct,125497
13-02-2024,166.35530,HDFC_Top100_Direct,125497
12-02-2024,165.36070,HDFC_Top100_Direct,125497
09-02-2024,168.08130,HDFC_Top100_Direct,125497
08-02-2024,168.68940,HDFC_Top100_Direct,125497
07-02-2024,168.70670,HDFC_Top100_Direct,125497
06-02-2024,168.02770,HDFC_Top100_Direct,125497
05-02-2024,165.80490,HDFC_Top100_Direct,125497
02-02-2024,166.81720,HDFC_Top100_Direct,125497
01-02-2024,166.51910,HDFC_Top100_Direct,125497
31-01-2024,167.08530,HDFC_Top100_Direct,125497
30-01-2024,163.88540,HDFC_Top100_Direct,125497
29-01-2024,164.24300,HDFC_Top100_Direct,125497
25-01-2024,163.06420,HDFC_Top100_Direct,125497
24-01-2024,162.90440,HDFC_Top100_Direct,125497
23-01-2024,161.13050,HDFC_Top100_Direct,125497
19-01-2024,162.83230,HDFC_Top100_Direct,125497
18-01-2024,162.26090,HDFC_Top100_Direct,125497
17-01-2024,162.90310,HDFC_Top100_Direct,125497
16-01-2024,164.43210,HDFC_Top100_Direct,125497
15-01-2024,165.01830,HDFC_Top100_Direct,125497
12-01-2024,164.21060,HDFC_Top100_Direct,125497
11-01-2024,163.71650,HDFC_Top100_Direct,125497
10-01-2024,162.75620,HDFC_Top100_Direct,125497
09-01-2024,162.83110,HDFC_Top100_Direct,125497
08-01-2024,162.59160,HDFC_Top100_Direct,125497
05-01-2024,163.74990,HDFC_Top100_Direct,125497
04-01-2024,162.76090,HDFC_Top100_Direct,125497
03-01-2024,162.10600,HDFC_Top100_Direct,125497
02-01-2024,162.06460,HDFC_Top100_Direct,125497
01-01-2024,161.42720,HDFC_Top100_Direct,125497
29-12-2023,161.23570,HDFC_Top100_Direct,125497
28-12-2023,159.96250,HDFC_Top100_Direct,125497
27-12-2023,159.80290,HDFC_Top100_Direct,125497
26-12-2023,159.32410,HDFC_Top100_Direct,125497
22-12-2023,159.20230,HDFC_Top100_Direct,125497
21-12-2023,158.63270,HDFC_Top100_Direct,125497
20-12-2023,157.12700,HDFC_Top100_Direct,125497
19-12-2023,161.06180,HDFC_Top100_Direct,125497
18-12-2023,161.43560,HDFC_Top100_Direct,125497
15-12-2023,161.54280,HDFC_Top100_Direct,125497
14-12-2023,161.06090,HDFC_Top100_Direct,125497
13-12-2023,159.94020,HDFC_Top100_Direct,125497
12-12-2023,159.44360,HDFC_Top100_Direct,125497
11-12-2023,159.79540,HDFC_Top100_Direct,125497
08-12-2023,159.55530,HDFC_Top100_Direct,125497
07-12-2023,159.95680,HDFC_Top100_Direct,125497
06-12-2023,159.48490,HDFC_Top100_Direct,125497
05-12-2023,159.50410,HDFC_Top100_Direct,125497
04-12-2023,158.81010,HDFC_Top100_Direct,125497
01-12-2023,157.41760,HDFC_Top100_Direct,125497
30-11-2023,157.43140,HDFC_Top100_Direct,125497
29-11-2023,155.71050,HDFC_Top100_Direct,125497
28-11-2023,155.64510,HDFC_Top100_Direct,125497
24-11-2023,154.68300,HDFC_Top100_Direct,125497
23-11-2023,154.39260,HDFC_Top100_Direct,125497
22-11-2023,154.43410,HDFC_Top100_Direct,125497
21-11-2023,154.97010,HDFC_Top100_Direct,125497
20-11-2023,153.98730,HDFC_Top100_Direct,125497
17-11-2023,153.40800,HDFC_Top100_Direct,125497
16-11-2023,152.83770,HDFC_Top100_Direct,125497
15-11-2023,152.73980,HDFC_Top100_Direct,125497
13-11-2023,151.31400,HDFC_Top100_Direct,125497
10-11-2023,150.57810,HDFC_Top100_Direct,125497
09-11-2023,150.39980,HDFC_Top100_Direct,125497
08-11-2023,150.53310,HDFC_Top100_Direct,125497
07-11-2023,150.04940,HDFC_Top100_Direct,125497
06-11-2023,149.59200,HDFC_Top100_Direct,125497
03-11-2023,148.72050,HDFC_Top100_Direct,125497
02-11-2023,147.81920,HDFC_Top100_Direct,125497
01-11-2023,147.15460,HDFC_Top100_Direct,125497
31-10-2023,147.56260,HDFC_Top100_Direct,125497
30-10-2023,147.19740,HDFC_Top100_Direct,125497
27-10-2023,147.27930,HDFC_Top100_Direct,125497
26-10-2023,145.45300,HDFC_Top100_Direct,125497
25-10-2023,146.78620,HDFC_Top100_Direct,125497
23-10-2023,148.01860,HDFC_Top100_Direct,125497
20-10-2023,152.89160,HDFC_Top100_Direct,125497
19-10-2023,153.63700,HDFC_Top100_Direct,125497
18-10-2023,153.62520,HDFC_Top100_Direct,125497
17-10-2023,153.48660,HDFC_Top100_Direct,125497
16-10-2023,152.97470,HDFC_Top100_Direct,125497
13-10-2023,151.99220,HDFC_Top100_Direct,125497
12-10-2023,152.01910,HDFC_Top100_Direct,125497
11-10-2023,151.72290,HDFC_Top100_Direct,125497
10-10-2023,150.85630,HDFC_Top100_Direct,125497
09-10-2023,149.68450,HDFC_Top100_Direct,125497
06-10-2023,151.72000,HDFC_Top100_Direct,125497
05-10-2023,151.05840,HDFC_Top100_Direct,125497
04-10-2023,150.84800,HDFC_Top100_Direct,125497
03-10-2023,151.72950,HDFC_Top100_Direct,125497
29-09-2023,151.24970,HDFC_Top100_Direct,125497
27-09-2023,151.75530,HDFC_Top100_Direct,125497
26-09-2023,151.15260,HDFC_Top100_Direct,125497
25-09-2023,151.19660,HDFC_Top100_Direct,125497
22-09-2023,151.25970,HDFC_Top100_Direct,125497
21-09-2023,150.82720,HDFC_Top100_Direct,125497
20-09-2023,152.93130,HDFC_Top100_Direct,125497
18-09-2023,152.70610,HDFC_Top100_Direct,125497
15-09-2023,153.19300,HDFC_Top100_Direct,125497
14-09-2023,153.13890,HDFC_Top100_Direct,125497
13-09-2023,151.90550,HDFC_Top100_Direct,125497
12-09-2023,151.65830,HDFC_Top100_Direct,125497
11-09-2023,154.99080,HDFC_Top100_Direct,125497
08-09-2023,153.84310,HDFC_Top100_Direct,125497
07-09-2023,153.15100,HDFC_Top100_Direct,125497
06-09-2023,151.61470,HDFC_Top100_Direct,125497
05-09-2023,151.76550,HDFC_Top100_Direct,125497
04-09-2023,151.57480,HDFC_Top100_Direct,125497
01-09-2023,150.41260,HDFC_Top100_Direct,125497
31-08-2023,150.23060,HDFC_Top100_Direct,125497
30-08-2023,149.28840,HDFC_Top100_Direct,125497
29-08-2023,148.56920,HDFC_Top100_Direct,125497
28-08-2023,148.10740,HDFC_Top100_Direct,125497
25-08-2023,147.08850,HDFC_Top100_Direct,125497
24-08-2023,147.62330,HDFC_Top100_Direct,125497
23-08-2023,147.66660,HDFC_Top100_Direct,125497
22-08-2023,147.42070,HDFC_Top100_Direct,125497
21-08-2023,145.96920,HDFC_Top100_Direct,125497
18-08-2023,145.49760,HDFC_Top100_Direct,125497
17-08-2023,145.50100,HDFC_Top100_Direct,125497
16-08-2023,145.84700,HDFC_Top100_Direct,125497
14-08-2023,145.33910,HDFC_Top100_Direct,125497
11-08-2023,145.58810,HDFC_Top100_Direct,125497
10-08-2023,145.47230,HDFC_Top100_Direct,125497
09-08-2023,146.32930,HDFC_Top100_Direct,125497
08-08-2023,145.50020,HDFC_Top100_Direct,125497
07-08-2023,145.72720,HDFC_Top100_Direct,125497
04-08-2023,145.71290,HDFC_Top100_Direct,125497
03-08-2023,145.07950,HDFC_Top100_Direct,125497
02-08-2023,145.42340,HDFC_Top100_Direct,125497
01-08-2023,146.74570,HDFC_Top100_Direct,125497
31-07-2023,146.15820,HDFC_Top100_Direct,125497
28-07-2023,144.58240,HDFC_Top100_Direct,125497
27-07-2023,143.83590,HDFC_Top100_Direct,125497
26-07-2023,143.61880,HDFC_Top100_Direct,125497
25-07-2023,143.18630,HDFC_Top100_Direct,125497
24-07-2023,143.18320,HDFC_Top100_Direct,125497
21-07-2023,142.80640,HDFC_Top100_Direct,125497
20-07-2023,143.06150,HDFC_Top100_Direct,125497
19-07-2023,142.43170,HDFC_Top100_Direct,125497
18-07-2023,141.89480,HDFC_Top100_Direct,125497
17-07-2023,142.20500,HDFC_Top100_Direct,125497
14-07-2023,141.09830,HDFC_Top100_Direct,125497
13-07-2023,140.34480,HDFC_Top100_Direct,125497
12-07-2023,140.80360,HDFC_Top100_Direct,125497
11-07-2023,139.90540,HDFC_Top100_Direct,125497
10-07-2023,139.47430,HDFC_Top100_Direct,125497
07-07-2023,139.51120,HDFC_Top100_Direct,125497
06-07-2023,139.62780,HDFC_Top100_Direct,125497
05-07-2023,138.95790,HDFC_Top100_Direct,125497
04-07-2023,138.28760,HDFC_Top100_Direct,125497
03-07-2023,138.67420,HDFC_Top100_Direct,125497
30-06-2023,138.08830,HDFC_Top100_Direct,125497
28-06-2023,137.56100,HDFC_Top100_Direct,125497
27-06-2023,137.51730,HDFC_Top100_Direct,125497
26-06-2023,137.17380,HDFC_Top100_Direct,125497
23-06-2023,136.35240,HDFC_Top100_Direct,125497
22-06-2023,137.25140,HDFC_Top100_Direct,125497
21-06-2023,137.85180,HDFC_Top100_Direct,125497
20-06-2023,137.38780,HDFC_Top100_Direct,125497
19-06-2023,137.02580,HDFC_Top100_Direct,125497
16-06-2023,137.26180,HDFC_Top100_Direct,125497
15-06-2023,136.67750,HDFC_Top100_Direct,125497
14-06-2023,136.54230,HDFC_Top100_Direct,125497
13-06-2023,135.98440,HDFC_Top100_Direct,125497
12-06-2023,134.70180,HDFC_Top100_Direct,125497
09-06-2023,134.11180,HDFC_Top100_Direct,125497
08-06-2023,134.56460,HDFC_Top100_Direct,125497
07-06-2023,134.98550,HDFC_Top100_Direct,125497
06-06-2023,133.57340,HDFC_Top100_Direct,125497
05-06-2023,133.11770,HDFC_Top100_Direct,125497
02-06-2023,132.61400,HDFC_Top100_Direct,125497
01-06-2023,132.33410,HDFC_Top100_Direct,125497
31-05-2023,132.29130,HDFC_Top100_Direct,125497
30-05-2023,131.90120,HDFC_Top100_Direct,125497
29-05-2023,131.71390,HDFC_Top100_Direct,125497
26-05-2023,131.58210,HDFC_Top100_Direct,125497
25-05-2023,131.16350,HDFC_Top100_Direct,125497
24-05-2023,130.98640,HDFC_Top100_Direct,125497
23-05-2023,130.87000,HDFC_Top100_Direct,125497
